Cycle Number,Heat Rate 1 [C/min],Ramp 1 Duration [min],Temperature Dwell 1 [min],Heat Rate 2 [C/min],Ramp 2 Duration [min],Temperature Dwell 2 [min],Vacuum Pressure (*Patm) [Pa],Vacuum Start Time [min],Vacuum Duration [min],Autoclave Pressure (*Patm) [Pa],Autoclave Start Time [min],Autoclave Duration [min],AD. Porosity (%),PR. Porosity (%),Eff. Porosity (%),Max (Fiber Volume Fraction) (%),Cure Cycle Total Time [min],AD. Volume [m^3],PR. Volume [m^3]
209,2,80,120,0,0,0,0.1,60,140,4,60,140,88.54506529,0,88.54487281,58.4429,200,2.47E-09,4.69E-14
210,2,80,120,0,0,0,0.1,60,140,4,80,120,88.54506529,0,88.54487281,58.4701,200,2.47E-09,4.69E-14
211,2,80,120,0,0,0,0.1,80,120,2,1,199,1.402005225,93.97476277,13.43218165,56.7045,200,2.47E-09,2.26E-11
212,2,80,120,0,0,0,0.1,80,120,2,20,180,1.402005225,93.97094839,13.18832904,56.7045,200,2.47E-09,2.21E-11
213,2,80,120,0,0,0,0.1,80,120,2,40,160,1.402005225,93.84892395,8.406480889,56.7045,200,2.47E-09,1.27E-11
214,2,80,120,0,0,0,0.1,80,120,2,60,140,1.402005225,0,1.401978992,56.7045,200,2.47E-09,4.69E-14
215,2,80,120,0,0,0,0.1,80,120,2,80,120,1.402005225,0,1.401978992,56.7131,200,2.47E-09,4.69E-14
216,2,80,120,0,0,0,0.1,80,120,3,1,199,1.402005225,93.97741769,24.16601285,57.5869,200,2.47E-09,4.93E-11
217,2,80,120,0,0,0,0.1,80,120,3,20,180,1.402005225,93.97383944,23.96438056,57.5869,200,2.47E-09,4.87E-11
218,2,80,120,0,0,0,0.1,80,120,3,40,160,1.402005225,93.88728804,20.16372888,57.5869,200,2.47E-09,3.90E-11
219,2,80,120,0,0,0,0.1,80,120,3,60,140,1.402005225,0,1.401978992,57.5869,200,2.47E-09,4.69E-14
220,2,80,120,0,0,0,0.1,80,120,3,80,120,1.402005225,0,1.401978992,57.6044,200,2.47E-09,4.69E-14
221,2,80,120,0,0,0,0.1,80,120,4,1,199,1.402005225,93.97714732,32.65930178,58.4693,200,2.47E-09,7.70E-11
222,2,80,120,0,0,0,0.1,80,120,4,20,180,1.402005225,93.97759041,32.50403699,58.4693,200,2.47E-09,7.65E-11
223,2,80,120,0,0,0,0.1,80,120,4,40,160,1.402005225,93.97435067,29.69271842,58.4693,200,2.47E-09,6.65E-11
224,2,80,120,0,0,0,0.1,80,120,4,60,140,1.402005225,93.72475653,9.237870761,58.4693,200,2.47E-09,1.46E-11
225,2,80,120,0,0,0,0.1,80,120,4,80,120,1.402005225,0,1.401978992,58.4961,200,2.47E-09,4.69E-14
226,2,80,120,0,0,0,0.2,1,199,2,1,199,88.63159225,96.52341025,89.04599113,56.5884,200,2.47E-09,4.19E-11
227,2,80,120,0,0,0,0.2,1,199,2,20,180,88.63159225,96.56320751,89.04705266,56.5884,200,2.47E-09,4.13E-11
228,2,80,120,0,0,0,0.2,1,199,2,40,160,88.63159225,96.57849036,88.94015518,56.5884,200,2.47E-09,3.01E-11
229,2,80,120,0,0,0,0.2,1,199,2,60,140,88.63159225,96.57372788,88.79530108,56.5884,200,2.47E-09,1.57E-11
230,2,80,120,0,0,0,0.2,1,199,2,80,120,88.63159225,96.57372788,88.79530108,56.5971,200,2.47E-09,1.57E-11
231,2,80,120,0,0,0,0.2,1,199,3,1,199,88.63159225,96.5714574,89.3071378,57.4705,200,2.47E-09,6.94E-11
232,2,80,120,0,0,0,0.2,1,199,3,20,180,88.63159225,96.57490282,89.30017006,57.4705,200,2.47E-09,6.85E-11
233,2,80,120,0,0,0,0.2,1,199,3,40,160,88.63159225,96.58610247,89.19609275,57.4705,200,2.47E-09,5.68E-11
234,2,80,120,0,0,0,0.2,1,199,3,60,140,88.63159225,96.57372788,88.79530108,57.4705,200,2.47E-09,1.57E-11
235,2,80,120,0,0,0,0.2,1,199,3,80,120,88.63159225,96.57372788,88.79530108,57.4883,200,2.47E-09,1.57E-11
236,2,80,120,0,0,0,0.2,1,199,4,1,199,88.63159225,96.58080214,89.55526823,58.3527,200,2.47E-09,9.78E-11
237,2,80,120,0,0,0,0.2,1,199,4,20,180,88.63159225,96.58098829,89.5460904,58.3527,200,2.47E-09,9.67E-11
238,2,80,120,0,0,0,0.2,1,199,4,40,160,88.63159225,96.58786287,89.4443623,58.3527,200,2.47E-09,8.45E-11
239,2,80,120,0,0,0,0.2,1,199,4,60,140,88.63159225,96.62536681,88.90435888,58.3527,200,2.47E-09,2.59E-11
240,2,80,120,0,0,0,0.2,1,199,4,80,120,88.63159225,96.57372788,88.79530108,58.3798,200,2.47E-09,1.57E-11
241,2,80,120,0,0,0,0.2,20,180,2,1,199,88.63160054,96.54510702,88.94132873,56.5884,200,2.47E-09,3.06E-11
242,2,80,120,0,0,0,0.2,20,180,2,20,180,88.63160054,96.5369981,88.93335354,56.5884,200,2.47E-09,2.99E-11
243,2,80,120,0,0,0,0.2,20,180,2,40,160,88.63160054,96.55260215,88.7648132,56.5884,200,2.47E-09,1.28E-11
244,2,80,120,0,0,0,0.2,20,180,2,60,140,88.63160054,96.57863106,88.68673896,56.5884,200,2.47E-09,5.20E-12
245,2,80,120,0,0,0,0.2,20,180,2,80,120,88.63160054,96.57863106,88.68673896,56.5971,200,2.47E-09,5.20E-12
246,2,80,120,0,0,0,0.2,20,180,3,1,199,88.63160054,96.57069296,89.1999663,57.4706,200,2.47E-09,5.75E-11
247,2,80,120,0,0,0,0.2,20,180,3,20,180,88.63160054,96.58366483,89.19549619,57.4706,200,2.47E-09,5.67E-11
248,2,80,120,0,0,0,0.2,20,180,3,40,160,88.63160054,96.58268921,89.03273955,57.4706,200,2.47E-09,3.95E-11
249,2,80,120,0,0,0,0.2,20,180,3,60,140,88.63160054,96.57863106,88.68673896,57.4706,200,2.47E-09,5.20E-12
250,2,80,120,0,0,0,0.2,20,180,3,80,120,88.63160054,96.57863106,88.68673896,57.4883,200,2.47E-09,5.20E-12
251,2,80,120,0,0,0,0.2,20,180,4,1,199,88.63160054,96.59208491,89.45581656,58.3527,200,2.47E-09,8.57E-11
252,2,80,120,0,0,0,0.2,20,180,4,20,180,88.63160054,96.58585292,89.44703349,58.3527,200,2.47E-09,8.49E-11
253,2,80,120,0,0,0,0.2,20,180,4,40,160,88.63160054,96.5855396,89.2895698,58.3527,200,2.47E-09,6.70E-11
254,2,80,120,0,0,0,0.2,20,180,4,60,140,88.63160054,96.26766688,88.68500222,58.3527,200,2.47E-09,5.72E-12
255,2,80,120,0,0,0,0.2,20,180,4,80,120,88.63160054,96.57863106,88.68673896,58.3798,200,2.47E-09,5.20E-12
256,2,80,120,0,0,0,0.2,40,160,2,1,199,88.6317739,96.69677849,88.87740288,56.5884,200,2.47E-09,2.26E-11
257,2,80,120,0,0,0,0.2,40,160,2,20,180,88.6317739,96.60738884,88.86328465,56.5884,200,2.47E-09,2.21E-11
258,2,80,120,0,0,0,0.2,40,160,2,40,160,88.6317739,0,88.63158269,56.5884,200,2.47E-09,4.69E-14
259,2,80,120,0,0,0,0.2,40,160,2,60,140,88.6317739,0,88.63158269,56.5884,200,2.47E-09,4.69E-14
260,2,80,120,0,0,0,0.2,40,160,2,80,120,88.6317739,0,88.63158269,56.5972,200,2.47E-09,4.69E-14
261,2,80,120,0,0,0,0.2,40,160,3,1,199,88.6317739,96.64787802,89.13898179,57.4706,200,2.47E-09,4.93E-11
262,2,80,120,0,0,0,0.2,40,160,3,20,180,88.6317739,96.58101642,89.12039415,57.4706,200,2.47E-09,4.87E-11
263,2,80,120,0,0,0,0.2,40,160,3,40,160,88.6317739,96.64883696,88.81983243,57.4706,200,2.47E-09,1.75E-11
264,2,80,120,0,0,0,0.2,40,160,3,60,140,88.6317739,0,88.63158269,57.4706,200,2.47E-09,4.69E-14
265,2,80,120,0,0,0,0.2,40,160,3,80,120,88.6317739,0,88.63158269,57.4883,200,2.47E-09,4.69E-14
266,2,80,120,0,0,0,0.2,40,160,4,1,199,88.6317739,96.67727673,89.4063869,58.3527,200,2.47E-09,7.70E-11
267,2,80,120,0,0,0,0.2,40,160,4,20,180,88.6317739,96.69837321,89.40756218,58.3527,200,2.47E-09,7.65E-11
268,2,80,120,0,0,0,0.2,40,160,4,40,160,88.6317739,96.6549597,89.06141324,58.3527,200,2.47E-09,4.12E-11
269,2,80,120,0,0,0,0.2,40,160,4,60,140,88.6317739,0,88.63158269,58.3527,200,2.47E-09,4.69E-14
270,2,80,120,0,0,0,0.2,40,160,4,80,120,88.6317739,0,88.63158269,58.3798,200,2.47E-09,4.69E-14
271,2,80,120,0,0,0,0.2,60,140,2,1,199,88.55409943,96.83056836,88.81820746,56.5887,200,2.47E-09,2.26E-11
272,2,80,120,0,0,0,0.2,60,140,2,20,180,88.55409943,96.62672981,88.79129326,56.5887,200,2.47E-09,2.21E-11
273,2,80,120,0,0,0,0.2,60,140,2,40,160,88.55409943,96.55438413,88.68774583,56.5887,200,2.47E-09,1.27E-11
274,2,80,120,0,0,0,0.2,60,140,2,60,140,88.55409943,0,88.55390708,56.5887,200,2.47E-09,4.69E-14
275,2,80,120,0,0,0,0.2,60,140,2,80,120,88.55409943,0,88.55390708,56.5974,200,2.47E-09,4.69E-14
276,2,80,120,0,0,0,0.2,60,140,3,1,199,88.55409943,96.78358234,89.09878627,57.4708,200,2.47E-09,4.93E-11
277,2,80,120,0,0,0,0.2,60,140,3,20,180,88.55409943,96.71933545,89.07914052,57.4708,200,2.47E-09,4.87E-11
278,2,80,120,0,0,0,0.2,60,140,3,40,160,88.55409943,96.78313503,88.99149874,57.4708,200,2.47E-09,3.90E-11
279,2,80,120,0,0,0,0.2,60,140,3,60,140,88.55409943,0,88.55390708,57.4708,200,2.47E-09,4.69E-14
280,2,80,120,0,0,0,0.2,60,140,3,80,120,88.55409943,0,88.55390708,57.4886,200,2.47E-09,4.69E-14
281,2,80,120,0,0,0,0.2,60,140,4,1,199,88.55409943,96.78428636,89.37526738,58.353,200,2.47E-09,7.70E-11
282,2,80,120,0,0,0,0.2,60,140,4,20,180,88.55409943,96.83210081,89.38554998,58.353,200,2.47E-09,7.65E-11
283,2,80,120,0,0,0,0.2,60,140,4,40,160,88.55409943,96.78525534,89.27344998,58.353,200,2.47E-09,6.65E-11
284,2,80,120,0,0,0,0.2,60,140,4,60,140,88.55409943,0,88.55390708,58.353,200,2.47E-09,4.69E-14
285,2,80,120,0,0,0,0.2,60,140,4,80,120,88.55409943,0,88.55390708,58.3801,200,2.47E-09,4.69E-14
286,2,80,120,0,0,0,0.2,80,120,2,1,199,1.402005225,93.59919476,12.76702573,56.6092,200,2.47E-09,2.26E-11
287,2,80,120,0,0,0,0.2,80,120,2,20,180,1.402005225,93.59515873,12.5349214,56.6092,200,2.47E-09,2.21E-11
288,2,80,120,0,0,0,0.2,80,120,2,40,160,1.402005225,93.46605746,7.998018167,56.6092,200,2.47E-09,1.27E-11
289,2,80,120,0,0,0,0.2,80,120,2,60,140,1.402005225,0,1.401978992,56.6092,200,2.47E-09,4.69E-14
290,2,80,120,0,0,0,0.2,80,120,2,80,120,1.402005225,0,1.401978992,56.6179,200,2.47E-09,4.69E-14
291,2,80,120,0,0,0,0.2,80,120,3,1,199,1.402005225,93.60200389,23.05582862,57.4916,200,2.47E-09,4.93E-11
292,2,80,120,0,0,0,0.2,80,120,3,20,180,1.402005225,93.5982177,22.86124627,57.4916,200,2.47E-09,4.87E-11
293,2,80,120,0,0,0,0.2,80,120,3,40,160,1.402005225,93.5066442,19.20290125,57.4916,200,2.47E-09,3.90E-11
294,2,80,120,0,0,0,0.2,80,120,3,60,140,1.402005225,0,1.401978992,57.4916,200,2.47E-09,4.69E-14
295,2,80,120,0,0,0,0.2,80,120,3,80,120,1.402005225,0,1.401978992,57.5091,200,2.47E-09,4.69E-14
296,2,80,120,0,0,0,0.2,80,120,4,1,199,1.402005225,93.60171781,31.29820143,58.374,200,2.47E-09,7.70E-11
297,2,80,120,0,0,0,0.2,80,120,4,20,180,1.402005225,93.60218655,31.14671109,58.374,200,2.47E-09,7.65E-11
298,2,80,120,0,0,0,0.2,80,120,4,40,160,1.402005225,93.59875842,28.40898889,58.374,200,2.47E-09,6.65E-11
299,2,80,120,0,0,0,0.2,80,120,4,60,140,1.402005225,93.33478784,8.784909884,58.374,200,2.47E-09,1.46E-11
300,2,80,120,0,0,0,0.2,80,120,4,80,120,1.402005225,0,1.401978992,58.4007,200,2.47E-09,4.69E-14
301,2,80,120,0,0,0,0.5,1,199,2,1,199,85.62838055,92.46503364,85.81007445,56.3234,200,2.47E-09,3.54E-11
302,2,80,120,0,0,0,0.5,1,199,2,20,180,85.62838055,92.46097166,85.8073525,56.3234,200,2.47E-09,3.49E-11
303,2,80,120,0,0,0,0.5,1,199,2,40,160,85.62838055,92.36454836,85.75551158,56.3234,200,2.47E-09,2.53E-11
304,2,80,120,0,0,0,0.5,1,199,2,60,140,85.62838055,92.4611482,85.67796818,56.3234,200,2.47E-09,9.49E-12
305,2,80,120,0,0,0,0.5,1,199,2,80,120,85.62838055,92.4611482,85.67796818,56.332,200,2.47E-09,9.49E-12
306,2,80,120,0,0,0,0.5,1,199,3,1,199,85.62838055,92.4649759,85.94340062,57.2055,200,2.47E-09,6.27E-11
307,2,80,120,0,0,0,0.5,1,199,3,20,180,85.62838055,92.46538903,85.94014669,57.2055,200,2.47E-09,6.20E-11
308,2,80,120,0,0,0,0.5,1,199,3,40,160,85.62838055,92.38381998,85.88534327,57.2055,200,2.47E-09,5.18E-11
309,2,80,120,0,0,0,0.5,1,199,3,60,140,85.62838055,92.4611482,85.67796818,57.2055,200,2.47E-09,9.49E-12
310,2,80,120,0,0,0,0.5,1,199,3,80,120,85.62838055,92.4611482,85.67796818,57.2231,200,2.47E-09,9.49E-12
311,2,80,120,0,0,0,0.5,1,199,4,1,199,85.62838055,92.46874534,86.0763046,58.0876,200,2.47E-09,9.08E-11
312,2,80,120,0,0,0,0.5,1,199,4,20,180,85.62838055,92.46487892,86.07195917,58.0876,200,2.47E-09,9.00E-11
313,2,80,120,0,0,0,0.5,1,199,4,40,160,85.62838055,92.44301839,86.02121328,58.0876,200,2.47E-09,7.96E-11
314,2,80,120,0,0,0,0.5,1,199,4,60,140,85.62838055,92.48951605,85.76660949,58.0876,200,2.47E-09,2.66E-11
315,2,80,120,0,0,0,0.5,1,199,4,80,120,85.62838055,92.4611482,85.67796818,58.1145,200,2.47E-09,9.49E-12
316,2,80,120,0,0,0,0.5,20,180,2,1,199,85.62838055,92.46542061,85.785726,56.3234,200,2.47E-09,3.06E-11
317,2,80,120,0,0,0,0.5,20,180,2,20,180,85.62838055,92.46917871,85.78417886,56.3234,200,2.47E-09,3.02E-11
318,2,80,120,0,0,0,0.5,20,180,2,40,160,85.62838055,92.339092,85.73042106,56.3234,200,2.47E-09,2.04E-11
319,2,80,120,0,0,0,0.5,20,180,2,60,140,85.62838055,92.43352136,85.65194262,56.3234,200,2.47E-09,4.53E-12
320,2,80,120,0,0,0,0.5,20,180,2,80,120,85.62838055,92.43352136,85.65194262,56.332,200,2.47E-09,4.53E-12
321,2,80,120,0,0,0,0.5,20,180,3,1,199,85.62838055,92.46980936,85.92026058,57.2055,200,2.47E-09,5.78E-11
322,2,80,120,0,0,0,0.5,20,180,3,20,180,85.62838055,92.4676967,85.91831642,57.2055,200,2.47E-09,5.74E-11
323,2,80,120,0,0,0,0.5,20,180,3,40,160,85.62838055,92.37486157,85.86122019,57.2055,200,2.47E-09,4.69E-11
324,2,80,120,0,0,0,0.5,20,180,3,60,140,85.62838055,92.43352136,85.65194262,57.2055,200,2.47E-09,4.53E-12
325,2,80,120,0,0,0,0.5,20,180,3,80,120,85.62838055,92.43352136,85.65194262,57.2231,200,2.47E-09,4.53E-12
326,2,80,120,0,0,0,0.5,20,180,4,1,199,85.62838055,92.46728597,86.05337379,58.0876,200,2.47E-09,8.59E-11
327,2,80,120,0,0,0,0.5,20,180,4,20,180,85.62838055,92.46845036,86.0518575,58.0876,200,2.47E-09,8.56E-11
328,2,80,120,0,0,0,0.5,20,180,4,40,160,85.62838055,92.44137098,85.99806655,58.0876,200,2.47E-09,7.47E-11
329,2,80,120,0,0,0,0.5,20,180,4,60,140,85.62838055,92.49508835,85.74158783,58.0876,200,2.47E-09,2.17E-11
330,2,80,120,0,0,0,0.5,20,180,4,80,120,85.62838055,92.43352136,85.65194262,58.1145,200,2.47E-09,4.53E-12
331,2,80,120,0,0,0,0.5,40,160,2,1,199,85.62837313,92.48165012,85.74589594,56.3234,200,2.47E-09,2.26E-11
332,2,80,120,0,0,0,0.5,40,160,2,20,180,85.62837313,92.47696568,85.74313989,56.3234,200,2.47E-09,2.21E-11
333,2,80,120,0,0,0,0.5,40,160,2,40,160,85.62837313,91.38701972,85.63092405,56.3234,200,2.47E-09,6.57E-13
334,2,80,120,0,0,0,0.5,40,160,2,60,140,85.62837313,0,85.6281396,56.3234,200,2.47E-09,4.69E-14
335,2,80,120,0,0,0,0.5,40,160,2,80,120,85.62837313,0,85.6281396,56.332,200,2.47E-09,4.69E-14
336,2,80,120,0,0,0,0.5,40,160,3,1,199,85.62837313,92.48491031,85.87995462,57.2055,200,2.47E-09,4.93E-11
337,2,80,120,0,0,0,0.5,40,160,3,20,180,85.62837313,92.4805158,85.87697008,57.2055,200,2.47E-09,4.87E-11
338,2,80,120,0,0,0,0.5,40,160,3,40,160,85.62837313,92.37683943,85.74881898,57.2055,200,2.47E-09,2.38E-11
339,2,80,120,0,0,0,0.5,40,160,3,60,140,85.62837313,0,85.6281396,57.2055,200,2.47E-09,4.69E-14
340,2,80,120,0,0,0,0.5,40,160,3,80,120,85.62837313,0,85.6281396,57.2231,200,2.47E-09,4.69E-14
341,2,80,120,0,0,0,0.5,40,160,4,1,199,85.62837313,92.48457826,86.0136876,58.0876,200,2.47E-09,7.70E-11
342,2,80,120,0,0,0,0.5,40,160,4,20,180,85.62837313,92.48512193,86.01099339,58.0876,200,2.47E-09,7.65E-11
343,2,80,120,0,0,0,0.5,40,160,4,40,160,85.62837313,92.38914185,85.86411007,58.0876,200,2.47E-09,4.73E-11
344,2,80,120,0,0,0,0.5,40,160,4,60,140,85.62837313,0,85.6281396,58.0876,200,2.47E-09,4.69E-14
345,2,80,120,0,0,0,0.5,40,160,4,80,120,85.62837313,0,85.6281396,58.1145,200,2.47E-09,4.69E-14
346,2,80,120,0,0,0,0.5,60,140,2,1,199,85.6111324,92.75244849,85.73823856,56.3234,200,2.47E-09,2.26E-11
347,2,80,120,0,0,0,0.5,60,140,2,20,180,85.6111324,92.74791895,85.73526553,56.3234,200,2.47E-09,2.21E-11
348,2,80,120,0,0,0,0.5,60,140,2,40,160,85.6111324,92.60309056,85.68000728,56.3234,200,2.47E-09,1.27E-11
349,2,80,120,0,0,0,0.5,60,140,2,60,140,85.6111324,0,85.61089863,56.3234,200,2.47E-09,4.69E-14
350,2,80,120,0,0,0,0.5,60,140,2,80,120,85.6111324,0,85.61089863,56.332,200,2.47E-09,4.69E-14
351,2,80,120,0,0,0,0.5,60,140,3,1,199,85.6111324,92.75560042,85.88301498,57.2055,200,2.47E-09,4.93E-11
352,2,80,120,0,0,0,0.5,60,140,3,20,180,85.6111324,92.75135122,85.87980582,57.2055,200,2.47E-09,4.87E-11
353,2,80,120,0,0,0,0.5,60,140,3,40,160,85.6111324,92.64861553,85.82194601,57.2055,200,2.47E-09,3.90E-11
354,2,80,120,0,0,0,0.5,60,140,3,60,140,85.6111324,0,85.61089863,57.2055,200,2.47E-09,4.69E-14
355,2,80,120,0,0,0,0.5,60,140,3,80,120,85.6111324,0,85.61089863,57.2231,200,2.47E-09,4.69E-14
356,2,80,120,0,0,0,0.5,60,140,4,1,199,85.6111324,92.75527937,86.02722785,58.0876,200,2.47E-09,7.70E-11
357,2,80,120,0,0,0,0.5,60,140,4,20,180,85.6111324,92.75580443,86.02432239,58.0876,200,2.47E-09,7.65E-11
358,2,80,120,0,0,0,0.5,60,140,4,40,160,85.6111324,92.75195569,85.97308832,58.0876,200,2.47E-09,6.65E-11
359,2,80,120,0,0,0,0.5,60,140,4,60,140,85.6111324,0,85.61089863,58.0876,200,2.47E-09,4.69E-14
360,2,80,120,0,0,0,0.5,60,140,4,80,120,85.6111324,0,85.61089863,58.1145,200,2.47E-09,4.69E-14
361,2,80,120,0,0,0,0.5,80,120,2,1,199,1.402005225,91.42707667,9.954683534,56.3314,200,2.47E-09,2.26E-11
362,2,80,120,0,0,0,0.5,80,120,2,20,180,1.402005225,91.42179567,9.774499517,56.3314,200,2.47E-09,2.21E-11
363,2,80,120,0,0,0,0.5,80,120,2,40,160,1.402005225,91.40529963,6.389928709,56.3314,200,2.47E-09,1.27E-11
364,2,80,120,0,0,0,0.5,80,120,2,60,140,1.402005225,0,1.401978992,56.3314,200,2.47E-09,4.69E-14
365,2,80,120,0,0,0,0.5,80,120,2,80,120,1.402005225,0,1.401978992,56.34,200,2.47E-09,4.69E-14
366,2,80,120,0,0,0,0.5,80,120,3,1,199,1.402005225,91.43075175,18.18736902,57.2137,200,2.47E-09,4.93E-11
367,2,80,120,0,0,0,0.5,80,120,3,20,180,1.402005225,91.42579755,18.02707777,57.2137,200,2.47E-09,4.87E-11
368,2,80,120,0,0,0,0.5,80,120,3,40,160,1.402005225,91.40928575,15.20169521,57.2137,200,2.47E-09,3.90E-11
369,2,80,120,0,0,0,0.5,80,120,3,60,140,1.402005225,0,1.401978992,57.2137,200,2.47E-09,4.69E-14
370,2,80,120,0,0,0,0.5,80,120,3,80,120,1.402005225,0,1.401978992,57.2312,200,2.47E-09,4.69E-14
371,2,80,120,0,0,0,0.5,80,120,4,1,199,1.402005225,91.43037743,25.14851452,58.0959,200,2.47E-09,7.70E-11
372,2,80,120,0,0,0,0.5,80,120,4,20,180,1.402005225,91.43098989,25.01747312,58.0959,200,2.47E-09,7.65E-11
373,2,80,120,0,0,0,0.5,80,120,4,40,160,1.402005225,91.42650297,22.66962922,58.0959,200,2.47E-09,6.65E-11
374,2,80,120,0,0,0,0.5,80,120,4,60,140,1.402005225,91.0822283,6.896293499,58.0959,200,2.47E-09,1.46E-11
375,2,80,120,0,0,0,0.5,80,120,4,80,120,1.402005225,0,1.401978992,58.1226,200,2.47E-09,4.69E-14
376,2,80,120,0,0,0,1,1,199,2,1,199,1.402005225,86.10254805,6.553356804,55.8821,200,2.47E-09,2.26E-11
377,2,80,120,0,0,0,1,1,199,2,20,180,1.402005225,86.09448048,6.440815253,55.8821,200,2.47E-09,2.21E-11
378,2,80,120,0,0,0,1,1,199,2,40,160,1.402005225,86.0692887,4.35969637,55.8821,200,2.47E-09,1.27E-11
379,2,80,120,0,0,0,1,1,199,2,60,140,1.402005225,0,1.401978992,55.8821,200,2.47E-09,4.69E-14
380,2,80,120,0,0,0,1,1,199,2,80,120,1.402005225,0,1.401978992,55.8907,200,2.47E-09,4.69E-14
381,2,80,120,0,0,0,1,1,199,3,1,199,1.402005225,86.10815851,11.89344908,56.7643,200,2.47E-09,4.93E-11
382,2,80,120,0,0,0,1,1,199,3,20,180,1.402005225,86.10058969,11.78562334,56.7643,200,2.47E-09,4.87E-11
383,2,80,120,0,0,0,1,1,199,3,40,160,1.402005225,86.07537444,9.910832041,56.7643,200,2.47E-09,3.90E-11
384,2,80,120,0,0,0,1,1,199,3,60,140,1.402005225,0,1.401978992,56.7643,200,2.47E-09,4.69E-14
385,2,80,120,0,0,0,1,1,199,3,80,120,1.402005225,0,1.401978992,56.7817,200,2.47E-09,4.69E-14
386,2,80,120,0,0,0,1,1,199,4,1,199,1.402005225,86.10758674,16.73355356,57.6464,200,2.47E-09,7.70E-11
387,2,80,120,0,0,0,1,1,199,4,20,180,1.402005225,86.1085167,16.63949117,57.6464,200,2.47E-09,7.65E-11
388,2,80,120,0,0,0,1,1,199,4,40,160,1.402005225,86.10165385,14.97380395,57.6464,200,2.47E-09,6.65E-11
389,2,80,120,0,0,0,1,1,199,4,60,140,1.402005225,85.58203596,4.668236335,57.6464,200,2.47E-09,1.46E-11
390,2,80,120,0,0,0,1,1,199,4,80,120,1.402005225,0,1.401978992,57.673,200,2.47E-09,4.69E-14
391,2,80,120,0,0,0,1,20,180,2,1,199,1.402005225,86.10254805,6.553356804,55.8821,200,2.47E-09,2.26E-11
392,2,80,120,0,0,0,1,20,180,2,20,180,1.402005225,86.09448048,6.440815253,55.8821,200,2.47E-09,2.21E-11
393,2,80,120,0,0,0,1,20,180,2,40,160,1.402005225,86.0692887,4.35969637,55.8821,200,2.47E-09,1.27E-11
394,2,80,120,0,0,0,1,20,180,2,60,140,1.402005225,0,1.401978992,55.8821,200,2.47E-09,4.69E-14
395,2,80,120,0,0,0,1,20,180,2,80,120,1.402005225,0,1.401978992,55.8907,200,2.47E-09,4.69E-14
396,2,80,120,0,0,0,1,20,180,3,1,199,1.402005225,86.10815851,11.89344908,56.7643,200,2.47E-09,4.93E-11
397,2,80,120,0,0,0,1,20,180,3,20,180,1.402005225,86.10058969,11.78562334,56.7643,200,2.47E-09,4.87E-11
398,2,80,120,0,0,0,1,20,180,3,40,160,1.402005225,86.07537444,9.910832041,56.7643,200,2.47E-09,3.90E-11
399,2,80,120,0,0,0,1,20,180,3,60,140,1.402005225,0,1.401978992,56.7643,200,2.47E-09,4.69E-14
400,2,80,120,0,0,0,1,20,180,3,80,120,1.402005225,0,1.401978992,56.7817,200,2.47E-09,4.69E-14
401,2,80,120,0,0,0,1,20,180,4,1,199,1.402005225,86.10758674,16.73355356,57.6464,200,2.47E-09,7.70E-11
402,2,80,120,0,0,0,1,20,180,4,20,180,1.402005225,86.1085167,16.63949117,57.6464,200,2.47E-09,7.65E-11
403,2,80,120,0,0,0,1,20,180,4,40,160,1.402005225,86.10165385,14.97380395,57.6464,200,2.47E-09,6.65E-11
404,2,80,120,0,0,0,1,20,180,4,60,140,1.402005225,85.58203596,4.668236335,57.6464,200,2.47E-09,1.46E-11
405,2,80,120,0,0,0,1,20,180,4,80,120,1.402005225,0,1.401978992,57.673,200,2.47E-09,4.69E-14
406,2,80,120,0,0,0,1,40,160,2,1,199,1.402005225,86.10254805,6.553356804,55.8821,200,2.47E-09,2.26E-11
407,2,80,120,0,0,0,1,40,160,2,20,180,1.402005225,86.09448048,6.440815253,55.8821,200,2.47E-09,2.21E-11
408,2,80,120,0,0,0,1,40,160,2,40,160,1.402005225,86.0692887,4.35969637,55.8821,200,2.47E-09,1.27E-11
409,2,80,120,0,0,0,1,40,160,2,60,140,1.402005225,0,1.401978992,55.8821,200,2.47E-09,4.69E-14
410,2,80,120,0,0,0,1,40,160,2,80,120,1.402005225,0,1.401978992,55.8907,200,2.47E-09,4.69E-14
411,2,80,120,0,0,0,1,40,160,3,1,199,1.402005225,86.10815851,11.89344908,56.7643,200,2.47E-09,4.93E-11
412,2,80,120,0,0,0,1,40,160,3,20,180,1.402005225,86.10058969,11.78562334,56.7643,200,2.47E-09,4.87E-11
413,2,80,120,0,0,0,1,40,160,3,40,160,1.402005225,86.07537444,9.910832041,56.7643,200,2.47E-09,3.90E-11
414,2,80,120,0,0,0,1,40,160,3,60,140,1.402005225,0,1.401978992,56.7643,200,2.47E-09,4.69E-14
415,2,80,120,0,0,0,1,40,160,3,80,120,1.402005225,0,1.401978992,56.7817,200,2.47E-09,4.69E-14
416,2,80,120,0,0,0,1,40,160,4,1,199,1.402005225,86.10758674,16.73355356,57.6464,200,2.47E-09,7.70E-11
417,2,80,120,0,0,0,1,40,160,4,20,180,1.402005225,86.1085167,16.63949117,57.6464,200,2.47E-09,7.65E-11
